interval_start_time,X,Y,dateTimeDayofTheWeek,year,month,day,hour,minute,people
2020-04-23 2:40:00,10.73397929,59.91301053,5,2020,4,23,2,40,31
2020-04-23 2:45:00,10.73397929,59.91301053,5,2020,4,23,2,45,27
2020-04-23 2:50:00,10.73397929,59.91301053,5,2020,4,23,2,50,27
2020-04-23 2:55:00,10.73397929,59.91301053,5,2020,4,23,2,55,31
2020-04-23 3:00:00,10.73397929,59.91301053,5,2020,4,23,3,0,31
2020-04-23 3:05:00,10.73397929,59.91301053,5,2020,4,23,3,5,36
2020-04-23 3:10:00,10.73397929,59.91301053,5,2020,4,23,3,10,38
2020-04-23 3:15:00,10.73397929,59.91301053,5,2020,4,23,3,15,41
2020-04-23 3:20:00,10.73397929,59.91301053,5,2020,4,23,3,20,37
2020-04-23 3:25:00,10.73397929,59.91301053,5,2020,4,23,3,25,31
2020-04-23 3:30:00,10.73397929,59.91301053,5,2020,4,23,3,30,32
2020-04-23 3:35:00,10.73397929,59.91301053,5,2020,4,23,3,35,32
2020-04-23 3:40:00,10.73397929,59.91301053,5,2020,4,23,3,40,29
2020-04-23 3:45:00,10.73397929,59.91301053,5,2020,4,23,3,45,26
2020-04-23 3:50:00,10.73397929,59.91301053,5,2020,4,23,3,50,26
2020-04-23 3:55:00,10.73397929,59.91301053,5,2020,4,23,3,55,26
2020-04-23 4:00:00,10.73397929,59.91301053,5,2020,4,23,4,0,25
2020-04-23 4:05:00,10.73397929,59.91301053,5,2020,4,23,4,5,27
2020-04-23 4:10:00,10.73397929,59.91301053,5,2020,4,23,4,10,27
2020-04-23 4:15:00,10.73397929,59.91301053,5,2020,4,23,4,15,27
2020-04-23 4:20:00,10.73397929,59.91301053,5,2020,4,23,4,20,28
2020-04-23 4:25:00,10.73397929,59.91301053,5,2020,4,23,4,25,28
2020-04-23 4:30:00,10.73397929,59.91301053,5,2020,4,23,4,30,30
2020-04-23 4:35:00,10.73397929,59.91301053,5,2020,4,23,4,35,30
2020-04-23 4:40:00,10.73397929,59.91301053,5,2020,4,23,4,40,33
2020-04-23 4:45:00,10.73397929,59.91301053,5,2020,4,23,4,45,30
2020-04-23 4:50:00,10.73397929,59.91301053,5,2020,4,23,4,50,31
2020-04-23 4:55:00,10.73397929,59.91301053,5,2020,4,23,4,55,28
2020-04-23 5:00:00,10.73397929,59.91301053,5,2020,4,23,5,0,28
2020-04-23 5:05:00,10.73397929,59.91301053,5,2020,4,23,5,5,31
2020-04-23 5:10:00,10.73397929,59.91301053,5,2020,4,23,5,10,31
2020-04-23 5:15:00,10.73397929,59.91301053,5,2020,4,23,5,15,31
2020-04-23 5:20:00,10.73397929,59.91301053,5,2020,4,23,5,20,31
2020-04-23 5:25:00,10.73397929,59.91301053,5,2020,4,23,5,25,31
2020-04-23 5:30:00,10.73397929,59.91301053,5,2020,4,23,5,30,33
2020-04-23 5:35:00,10.73397929,59.91301053,5,2020,4,23,5,35,33
2020-04-23 5:40:00,10.73397929,59.91301053,5,2020,4,23,5,40,40
2020-04-23 5:45:00,10.73397929,59.91301053,5,2020,4,23,5,45,46
2020-04-23 5:50:00,10.73397929,59.91301053,5,2020,4,23,5,50,51
2020-04-23 5:55:00,10.73397929,59.91301053,5,2020,4,23,5,55,49
2020-04-23 6:00:00,10.73397929,59.91301053,5,2020,4,23,6,0,57
2020-04-23 6:05:00,10.73397929,59.91301053,5,2020,4,23,6,5,66
2020-04-23 6:10:00,10.73397929,59.91301053,5,2020,4,23,6,10,73
2020-04-23 6:15:00,10.73397929,59.91301053,5,2020,4,23,6,15,77
2020-04-23 6:20:00,10.73397929,59.91301053,5,2020,4,23,6,20,72
2020-04-23 6:25:00,10.73397929,59.91301053,5,2020,4,23,6,25,81
2020-04-23 6:30:00,10.73397929,59.91301053,5,2020,4,23,6,30,86
2020-04-23 6:35:00,10.73397929,59.91301053,5,2020,4,23,6,35,87
2020-04-23 6:40:00,10.73397929,59.91301053,5,2020,4,23,6,40,117
2020-04-23 6:45:00,10.73397929,59.91301053,5,2020,4,23,6,45,113
2020-04-23 6:50:00,10.73397929,59.91301053,5,2020,4,23,6,50,139
2020-04-23 6:55:00,10.73397929,59.91301053,5,2020,4,23,6,55,162
2020-04-23 7:00:00,10.73397929,59.91301053,5,2020,4,23,7,0,160
2020-04-23 7:05:00,10.73397929,59.91301053,5,2020,4,23,7,5,172
2020-04-23 7:10:00,10.73397929,59.91301053,5,2020,4,23,7,10,176
2020-04-23 7:15:00,10.73397929,59.91301053,5,2020,4,23,7,15,169
2020-04-23 7:20:00,10.73397929,59.91301053,5,2020,4,23,7,20,158
2020-04-23 7:25:00,10.73397929,59.91301053,5,2020,4,23,7,25,166
2020-04-23 7:30:00,10.73397929,59.91301053,5,2020,4,23,7,30,170
2020-04-23 7:35:00,10.73397929,59.91301053,5,2020,4,23,7,35,187
2020-04-23 7:40:00,10.73397929,59.91301053,5,2020,4,23,7,40,198
2020-04-23 7:45:00,10.73397929,59.91301053,5,2020,4,23,7,45,207
2020-04-23 7:50:00,10.73397929,59.91301053,5,2020,4,23,7,50,217
2020-04-23 7:55:00,10.73397929,59.91301053,5,2020,4,23,7,55,238
2020-04-23 8:00:00,10.73397929,59.91301053,5,2020,4,23,8,0,251
2020-04-23 8:05:00,10.73397929,59.91301053,5,2020,4,23,8,5,258
2020-04-23 8:10:00,10.73397929,59.91301053,5,2020,4,23,8,10,277
2020-04-23 8:15:00,10.73397929,59.91301053,5,2020,4,23,8,15,297
2020-04-23 8:20:00,10.73397929,59.91301053,5,2020,4,23,8,20,301
2020-04-23 8:25:00,10.73397929,59.91301053,5,2020,4,23,8,25,311
2020-04-23 8:30:00,10.73397929,59.91301053,5,2020,4,23,8,30,318
2020-04-23 8:35:00,10.73397929,59.91301053,5,2020,4,23,8,35,317
2020-04-23 8:40:00,10.73397929,59.91301053,5,2020,4,23,8,40,340
2020-04-23 8:45:00,10.73397929,59.91301053,5,2020,4,23,8,45,344
2020-04-23 8:50:00,10.73397929,59.91301053,5,2020,4,23,8,50,363
2020-04-23 8:55:00,10.73397929,59.91301053,5,2020,4,23,8,55,353
2020-04-23 9:00:00,10.73397929,59.91301053,5,2020,4,23,9,0,407
2020-04-23 9:05:00,10.73397929,59.91301053,5,2020,4,23,9,5,429
2020-04-23 9:10:00,10.73397929,59.91301053,5,2020,4,23,9,10,438
2020-04-23 9:15:00,10.73397929,59.91301053,5,2020,4,23,9,15,491
2020-04-23 9:20:00,10.73397929,59.91301053,5,2020,4,23,9,20,516
2020-04-23 9:25:00,10.73397929,59.91301053,5,2020,4,23,9,25,550
2020-04-23 9:30:00,10.73397929,59.91301053,5,2020,4,23,9,30,575
2020-04-23 9:35:00,10.73397929,59.91301053,5,2020,4,23,9,35,594
2020-04-23 9:40:00,10.73397929,59.91301053,5,2020,4,23,9,40,633
2020-04-23 9:45:00,10.73397929,59.91301053,5,2020,4,23,9,45,668
2020-04-23 9:50:00,10.73397929,59.91301053,5,2020,4,23,9,50,735
2020-04-23 9:55:00,10.73397929,59.91301053,5,2020,4,23,9,55,792
2020-04-23 10:00:00,10.73397929,59.91301053,5,2020,4,23,10,0,794
2020-04-23 10:05:00,10.73397929,59.91301053,5,2020,4,23,10,5,812
2020-04-23 10:10:00,10.73397929,59.91301053,5,2020,4,23,10,10,810
2020-04-23 10:15:00,10.73397929,59.91301053,5,2020,4,23,10,15,849
2020-04-23 10:20:00,10.73397929,59.91301053,5,2020,4,23,10,20,869
2020-04-23 10:25:00,10.73397929,59.91301053,5,2020,4,23,10,25,902
2020-04-23 10:30:00,10.73397929,59.91301053,5,2020,4,23,10,30,918
2020-04-23 10:35:00,10.73397929,59.91301053,5,2020,4,23,10,35,924
2020-04-23 10:40:00,10.73397929,59.91301053,5,2020,4,23,10,40,938
2020-04-23 10:45:00,10.73397929,59.91301053,5,2020,4,23,10,45,1001
2020-04-23 10:50:00,10.73397929,59.91301053,5,2020,4,23,10,50,1027
2020-04-23 10:55:00,10.73397929,59.91301053,5,2020,4,23,10,55,1015
2020-04-23 11:00:00,10.73397929,59.91301053,5,2020,4,23,11,0,1011
2020-04-23 11:05:00,10.73397929,59.91301053,5,2020,4,23,11,5,1039
2020-04-23 11:10:00,10.73397929,59.91301053,5,2020,4,23,11,10,1063
2020-04-23 11:15:00,10.73397929,59.91301053,5,2020,4,23,11,15,1073
2020-04-23 11:20:00,10.73397929,59.91301053,5,2020,4,23,11,20,1082
2020-04-23 11:25:00,10.73397929,59.91301053,5,2020,4,23,11,25,1090
2020-04-23 11:30:00,10.73397929,59.91301053,5,2020,4,23,11,30,1102
2020-04-23 11:35:00,10.73397929,59.91301053,5,2020,4,23,11,35,1111
2020-04-23 11:40:00,10.73397929,59.91301053,5,2020,4,23,11,40,1148
2020-04-23 11:45:00,10.73397929,59.91301053,5,2020,4,23,11,45,1172
2020-04-23 11:50:00,10.73397929,59.91301053,5,2020,4,23,11,50,1182
2020-04-23 11:55:00,10.73397929,59.91301053,5,2020,4,23,11,55,1194
2020-04-23 12:00:00,10.73397929,59.91301053,5,2020,4,23,12,0,1232
2020-04-23 12:05:00,10.73397929,59.91301053,5,2020,4,23,12,5,1259
2020-04-23 12:10:00,10.73397929,59.91301053,5,2020,4,23,12,10,1259
2020-04-23 12:15:00,10.73397929,59.91301053,5,2020,4,23,12,15,1280
2020-04-23 12:20:00,10.73397929,59.91301053,5,2020,4,23,12,20,1288
2020-04-23 12:25:00,10.73397929,59.91301053,5,2020,4,23,12,25,1299
2020-04-23 12:30:00,10.73397929,59.91301053,5,2020,4,23,12,30,1285
2020-04-23 12:35:00,10.73397929,59.91301053,5,2020,4,23,12,35,1286
2020-04-23 12:40:00,10.73397929,59.91301053,5,2020,4,23,12,40,1276
2020-04-23 12:45:00,10.73397929,59.91301053,5,2020,4,23,12,45,1319
2020-04-23 12:50:00,10.73397929,59.91301053,5,2020,4,23,12,50,1310
2020-04-23 12:55:00,10.73397929,59.91301053,5,2020,4,23,12,55,1303
2020-04-23 13:00:00,10.73397929,59.91301053,5,2020,4,23,13,0,1344
2020-04-23 13:05:00,10.73397929,59.91301053,5,2020,4,23,13,5,1334
2020-04-23 13:10:00,10.73397929,59.91301053,5,2020,4,23,13,10,1335
2020-04-23 13:15:00,10.73397929,59.91301053,5,2020,4,23,13,15,1332
2020-04-23 13:20:00,10.73397929,59.91301053,5,2020,4,23,13,20,1371
2020-04-23 13:25:00,10.73397929,59.91301053,5,2020,4,23,13,25,1381
2020-04-23 13:30:00,10.73397929,59.91301053,5,2020,4,23,13,30,1370
2020-04-23 13:35:00,10.73397929,59.91301053,5,2020,4,23,13,35,1369
2020-04-23 13:40:00,10.73397929,59.91301053,5,2020,4,23,13,40,1373
2020-04-23 13:45:00,10.73397929,59.91301053,5,2020,4,23,13,45,1377
2020-04-23 13:50:00,10.73397929,59.91301053,5,2020,4,23,13,50,1357
2020-04-23 13:55:00,10.73397929,59.91301053,5,2020,4,23,13,55,1343
2020-04-23 14:00:00,10.73397929,59.91301053,5,2020,4,23,14,0,1390
2020-04-23 14:05:00,10.73397929,59.91301053,5,2020,4,23,14,5,1418
2020-04-23 14:10:00,10.73397929,59.91301053,5,2020,4,23,14,10,1393
2020-04-23 14:15:00,10.73397929,59.91301053,5,2020,4,23,14,15,1359
2020-04-23 14:20:00,10.73397929,59.91301053,5,2020,4,23,14,20,1328
2020-04-23 14:25:00,10.73397929,59.91301053,5,2020,4,23,14,25,1318
2020-04-23 14:30:00,10.73397929,59.91301053,5,2020,4,23,14,30,1346
2020-04-23 14:35:00,10.73397929,59.91301053,5,2020,4,23,14,35,1341
2020-04-23 14:40:00,10.73397929,59.91301053,5,2020,4,23,14,40,1328
2020-04-23 14:45:00,10.73397929,59.91301053,5,2020,4,23,14,45,1324
2020-04-23 14:50:00,10.73397929,59.91301053,5,2020,4,23,14,50,1328
2020-04-23 14:55:00,10.73397929,59.91301053,5,2020,4,23,14,55,1332
2020-04-23 15:00:00,10.73397929,59.91301053,5,2020,4,23,15,0,1328
2020-04-23 15:05:00,10.73397929,59.91301053,5,2020,4,23,15,5,1304
2020-04-23 15:10:00,10.73397929,59.91301053,5,2020,4,23,15,10,1283
2020-04-23 15:15:00,10.73397929,59.91301053,5,2020,4,23,15,15,1293
2020-04-23 15:20:00,10.73397929,59.91301053,5,2020,4,23,15,20,1262
2020-04-23 15:25:00,10.73397929,59.91301053,5,2020,4,23,15,25,1268
2020-04-23 15:30:00,10.73397929,59.91301053,5,2020,4,23,15,30,1254
2020-04-23 15:35:00,10.73397929,59.91301053,5,2020,4,23,15,35,1258
2020-04-23 15:40:00,10.73397929,59.91301053,5,2020,4,23,15,40,1198
2020-04-23 15:45:00,10.73397929,59.91301053,5,2020,4,23,15,45,1210
2020-04-23 15:50:00,10.73397929,59.91301053,5,2020,4,23,15,50,1212
2020-04-23 15:55:00,10.73397929,59.91301053,5,2020,4,23,15,55,1214
2020-04-23 16:00:00,10.73397929,59.91301053,5,2020,4,23,16,0,1198
2020-04-23 16:05:00,10.73397929,59.91301053,5,2020,4,23,16,5,1201
2020-04-23 16:10:00,10.73397929,59.91301053,5,2020,4,23,16,10,1181
2020-04-23 16:15:00,10.73397929,59.91301053,5,2020,4,23,16,15,1173
2020-04-23 16:20:00,10.73397929,59.91301053,5,2020,4,23,16,20,1104
2020-04-23 16:25:00,10.73397929,59.91301053,5,2020,4,23,16,25,1076
2020-04-23 16:30:00,10.73397929,59.91301053,5,2020,4,23,16,30,1048
2020-04-23 16:35:00,10.73397929,59.91301053,5,2020,4,23,16,35,1038
2020-04-23 16:40:00,10.73397929,59.91301053,5,2020,4,23,16,40,1028
2020-04-23 16:45:00,10.73397929,59.91301053,5,2020,4,23,16,45,1014
2020-04-23 16:50:00,10.73397929,59.91301053,5,2020,4,23,16,50,1015
2020-04-23 16:55:00,10.73397929,59.91301053,5,2020,4,23,16,55,978
2020-04-23 17:00:00,10.73397929,59.91301053,5,2020,4,23,17,0,979
2020-04-23 17:05:00,10.73397929,59.91301053,5,2020,4,23,17,5,940
2020-04-23 17:10:00,10.73397929,59.91301053,5,2020,4,23,17,10,925
2020-04-23 17:15:00,10.73397929,59.91301053,5,2020,4,23,17,15,947
2020-04-23 17:20:00,10.73397929,59.91301053,5,2020,4,23,17,20,892
2020-04-23 17:25:00,10.73397929,59.91301053,5,2020,4,23,17,25,882
2020-04-23 17:30:00,10.73397929,59.91301053,5,2020,4,23,17,30,868
2020-04-23 17:35:00,10.73397929,59.91301053,5,2020,4,23,17,35,852
2020-04-23 17:40:00,10.73397929,59.91301053,5,2020,4,23,17,40,865
2020-04-23 17:45:00,10.73397929,59.91301053,5,2020,4,23,17,45,829
2020-04-23 17:50:00,10.73397929,59.91301053,5,2020,4,23,17,50,817
2020-04-23 17:55:00,10.73397929,59.91301053,5,2020,4,23,17,55,802
2020-04-23 18:00:00,10.73397929,59.91301053,5,2020,4,23,18,0,812
2020-04-23 18:05:00,10.73397929,59.91301053,5,2020,4,23,18,5,829
2020-04-23 18:10:00,10.73397929,59.91301053,5,2020,4,23,18,10,805
2020-04-23 18:15:00,10.73397929,59.91301053,5,2020,4,23,18,15,814
2020-04-23 18:20:00,10.73397929,59.91301053,5,2020,4,23,18,20,800
2020-04-23 18:25:00,10.73397929,59.91301053,5,2020,4,23,18,25,775
2020-04-23 18:30:00,10.73397929,59.91301053,5,2020,4,23,18,30,774
2020-04-23 18:35:00,10.73397929,59.91301053,5,2020,4,23,18,35,760
2020-04-23 18:40:00,10.73397929,59.91301053,5,2020,4,23,18,40,777
2020-04-23 18:45:00,10.73397929,59.91301053,5,2020,4,23,18,45,771
2020-04-23 18:50:00,10.73397929,59.91301053,5,2020,4,23,18,50,749
2020-04-23 18:55:00,10.73397929,59.91301053,5,2020,4,23,18,55,729
2020-04-23 19:00:00,10.73397929,59.91301053,5,2020,4,23,19,0,717
2020-04-23 19:05:00,10.73397929,59.91301053,5,2020,4,23,19,5,695
2020-04-23 19:10:00,10.73397929,59.91301053,5,2020,4,23,19,10,705
2020-04-23 19:15:00,10.73397929,59.91301053,5,2020,4,23,19,15,692
2020-04-23 19:20:00,10.73397929,59.91301053,5,2020,4,23,19,20,691
2020-04-23 19:25:00,10.73397929,59.91301053,5,2020,4,23,19,25,675
2020-04-23 19:30:00,10.73397929,59.91301053,5,2020,4,23,19,30,645
2020-04-23 19:35:00,10.73397929,59.91301053,5,2020,4,23,19,35,618
2020-04-23 19:40:00,10.73397929,59.91301053,5,2020,4,23,19,40,617
2020-04-23 19:45:00,10.73397929,59.91301053,5,2020,4,23,19,45,575
2020-04-23 19:50:00,10.73397929,59.91301053,5,2020,4,23,19,50,560
2020-04-23 19:55:00,10.73397929,59.91301053,5,2020,4,23,19,55,553
2020-04-23 20:00:00,10.73397929,59.91301053,5,2020,4,23,20,0,544
2020-04-23 20:05:00,10.73397929,59.91301053,5,2020,4,23,20,5,549
2020-04-23 20:10:00,10.73397929,59.91301053,5,2020,4,23,20,10,519
2020-04-23 20:15:00,10.73397929,59.91301053,5,2020,4,23,20,15,522
2020-04-23 20:20:00,10.73397929,59.91301053,5,2020,4,23,20,20,516
2020-04-23 20:25:00,10.73397929,59.91301053,5,2020,4,23,20,25,519
2020-04-23 20:30:00,10.73397929,59.91301053,5,2020,4,23,20,30,480
2020-04-23 20:35:00,10.73397929,59.91301053,5,2020,4,23,20,35,468
2020-04-23 20:40:00,10.73397929,59.91301053,5,2020,4,23,20,40,455
2020-04-23 20:45:00,10.73397929,59.91301053,5,2020,4,23,20,45,423
2020-04-23 20:50:00,10.73397929,59.91301053,5,2020,4,23,20,50,398
2020-04-23 20:55:00,10.73397929,59.91301053,5,2020,4,23,20,55,396
2020-04-23 21:00:00,10.73397929,59.91301053,5,2020,4,23,21,0,393
2020-04-23 21:05:00,10.73397929,59.91301053,5,2020,4,23,21,5,387
2020-04-23 21:10:00,10.73397929,59.91301053,5,2020,4,23,21,10,373
2020-04-23 21:15:00,10.73397929,59.91301053,5,2020,4,23,21,15,368
2020-04-23 21:20:00,10.73397929,59.91301053,5,2020,4,23,21,20,325
2020-04-23 21:25:00,10.73397929,59.91301053,5,2020,4,23,21,25,315
2020-04-23 21:30:00,10.73397929,59.91301053,5,2020,4,23,21,30,313
2020-04-23 21:35:00,10.73397929,59.91301053,5,2020,4,23,21,35,308
2020-04-23 21:40:00,10.73397929,59.91301053,5,2020,4,23,21,40,286
2020-04-23 21:45:00,10.73397929,59.91301053,5,2020,4,23,21,45,265
2020-04-23 21:50:00,10.73397929,59.91301053,5,2020,4,23,21,50,248
2020-04-23 21:55:00,10.73397929,59.91301053,5,2020,4,23,21,55,242
2020-04-23 22:00:00,10.73397929,59.91301053,5,2020,4,23,22,0,238
2020-04-23 22:05:00,10.73397929,59.91301053,5,2020,4,23,22,5,241
2020-04-23 22:10:00,10.73397929,59.91301053,5,2020,4,23,22,10,248
2020-04-23 22:15:00,10.73397929,59.91301053,5,2020,4,23,22,15,247
2020-04-23 22:20:00,10.73397929,59.91301053,5,2020,4,23,22,20,228
2020-04-23 22:25:00,10.73397929,59.91301053,5,2020,4,23,22,25,210
2020-04-23 22:30:00,10.73397929,59.91301053,5,2020,4,23,22,30,196
2020-04-23 22:35:00,10.73397929,59.91301053,5,2020,4,23,22,35,178
2020-04-23 22:40:00,10.73397929,59.91301053,5,2020,4,23,22,40,171
2020-04-23 22:45:00,10.73397929,59.91301053,5,2020,4,23,22,45,172
2020-04-23 22:50:00,10.73397929,59.91301053,5,2020,4,23,22,50,170
2020-04-23 22:55:00,10.73397929,59.91301053,5,2020,4,23,22,55,173
2020-04-23 23:00:00,10.73397929,59.91301053,5,2020,4,23,23,0,171
2020-04-23 23:05:00,10.73397929,59.91301053,5,2020,4,23,23,5,167
2020-04-23 23:10:00,10.73397929,59.91301053,5,2020,4,23,23,10,171
2020-04-23 23:15:00,10.73397929,59.91301053,5,2020,4,23,23,15,174
2020-04-23 23:20:00,10.73397929,59.91301053,5,2020,4,23,23,20,165
2020-04-23 23:25:00,10.73397929,59.91301053,5,2020,4,23,23,25,168
2020-04-23 23:30:00,10.73397929,59.91301053,5,2020,4,23,23,30,164
2020-04-23 23:35:00,10.73397929,59.91301053,5,2020,4,23,23,35,163
2020-04-23 23:40:00,10.73397929,59.91301053,5,2020,4,23,23,40,156
2020-04-23 23:45:00,10.73397929,59.91301053,5,2020,4,23,23,45,153
2020-04-23 23:50:00,10.73397929,59.91301053,5,2020,4,23,23,50,153
2020-04-23 23:55:00,10.73397929,59.91301053,5,2020,4,23,23,55,149
2020-04-24 0:00:00,10.73397929,59.91301053,6,2020,4,24,0,0,157
2020-04-24 0:05:00,10.73397929,59.91301053,6,2020,4,24,0,5,152
2020-04-24 0:10:00,10.73397929,59.91301053,6,2020,4,24,0,10,151
2020-04-24 0:15:00,10.73397929,59.91301053,6,2020,4,24,0,15,143
2020-04-24 0:20:00,10.73397929,59.91301053,6,2020,4,24,0,20,147
2020-04-24 0:25:00,10.73397929,59.91301053,6,2020,4,24,0,25,150
2020-04-24 0:30:00,10.73397929,59.91301053,6,2020,4,24,0,30,158
2020-04-24 0:35:00,10.73397929,59.91301053,6,2020,4,24,0,35,158
2020-04-24 0:40:00,10.73397929,59.91301053,6,2020,4,24,0,40,153
2020-04-24 0:45:00,10.73397929,59.91301053,6,2020,4,24,0,45,140
2020-04-24 0:50:00,10.73397929,59.91301053,6,2020,4,24,0,50,142
2020-04-24 0:55:00,10.73397929,59.91301053,6,2020,4,24,0,55,133
2020-04-24 1:00:00,10.73397929,59.91301053,6,2020,4,24,1,0,143
2020-04-24 1:05:00,10.73397929,59.91301053,6,2020,4,24,1,5,143
2020-04-24 1:10:00,10.73397929,59.91301053,6,2020,4,24,1,10,126
2020-04-24 1:15:00,10.73397929,59.91301053,6,2020,4,24,1,15,120
2020-04-24 1:20:00,10.73397929,59.91301053,6,2020,4,24,1,20,120
2020-04-24 1:25:00,10.73397929,59.91301053,6,2020,4,24,1,25,108
2020-04-24 1:30:00,10.73397929,59.91301053,6,2020,4,24,1,30,103
2020-04-24 1:35:00,10.73397929,59.91301053,6,2020,4,24,1,35,90
2020-04-24 1:40:00,10.73397929,59.91301053,6,2020,4,24,1,40,82
2020-04-24 1:45:00,10.73397929,59.91301053,6,2020,4,24,1,45,66
2020-04-24 1:50:00,10.73397929,59.91301053,6,2020,4,24,1,50,58
2020-04-24 1:55:00,10.73397929,59.91301053,6,2020,4,24,1,55,56
2020-04-24 2:00:00,10.73397929,59.91301053,6,2020,4,24,2,0,18
2020-04-24 2:05:00,10.73397929,59.91301053,6,2020,4,24,2,5,21
2020-04-24 2:10:00,10.73397929,59.91301053,6,2020,4,24,2,10,22
2020-04-24 2:15:00,10.73397929,59.91301053,6,2020,4,24,2,15,22
2020-04-24 2:20:00,10.73397929,59.91301053,6,2020,4,24,2,20,27
2020-04-24 2:25:00,10.73397929,59.91301053,6,2020,4,24,2,25,28
2020-04-24 2:30:00,10.73397929,59.91301053,6,2020,4,24,2,30,29
2020-04-24 2:35:00,10.73397929,59.91301053,6,2020,4,24,2,35,25
2020-04-24 2:40:00,10.73397929,59.91301053,6,2020,4,24,2,40,27
2020-04-24 2:45:00,10.73397929,59.91301053,6,2020,4,24,2,45,30
2020-04-24 2:50:00,10.73397929,59.91301053,6,2020,4,24,2,50,30
2020-04-24 2:55:00,10.73397929,59.91301053,6,2020,4,24,2,55,27
2020-04-24 3:00:00,10.73397929,59.91301053,6,2020,4,24,3,0,26
2020-04-24 3:05:00,10.73397929,59.91301053,6,2020,4,24,3,5,26
2020-04-24 3:10:00,10.73397929,59.91301053,6,2020,4,24,3,10,20
2020-04-24 3:15:00,10.73397929,59.91301053,6,2020,4,24,3,15,20
2020-04-24 3:20:00,10.73397929,59.91301053,6,2020,4,24,3,20,24
2020-04-24 3:25:00,10.73397929,59.91301053,6,2020,4,24,3,25,27
2020-04-24 3:30:00,10.73397929,59.91301053,6,2020,4,24,3,30,27
2020-04-24 3:35:00,10.73397929,59.91301053,6,2020,4,24,3,35,30
2020-04-24 3:40:00,10.73397929,59.91301053,6,2020,4,24,3,40,30
2020-04-24 3:45:00,10.73397929,59.91301053,6,2020,4,24,3,45,30
2020-04-24 3:50:00,10.73397929,59.91301053,6,2020,4,24,3,50,27
2020-04-24 3:55:00,10.73397929,59.91301053,6,2020,4,24,3,55,30
2020-04-24 4:00:00,10.73397929,59.91301053,6,2020,4,24,4,0,28
2020-04-24 4:05:00,10.73397929,59.91301053,6,2020,4,24,4,5,28
2020-04-24 4:10:00,10.73397929,59.91301053,6,2020,4,24,4,10,28
2020-04-24 4:15:00,10.73397929,59.91301053,6,2020,4,24,4,15,25
2020-04-24 4:20:00,10.73397929,59.91301053,6,2020,4,24,4,20,25
2020-04-24 4:25:00,10.73397929,59.91301053,6,2020,4,24,4,25,25
2020-04-24 4:30:00,10.73397929,59.91301053,6,2020,4,24,4,30,22
2020-04-24 4:35:00,10.73397929,59.91301053,6,2020,4,24,4,35,24
2020-04-24 4:40:00,10.73397929,59.91301053,6,2020,4,24,4,40,24
2020-04-24 4:45:00,10.73397929,59.91301053,6,2020,4,24,4,45,24
2020-04-24 4:50:00,10.73397929,59.91301053,6,2020,4,24,4,50,22
2020-04-24 4:55:00,10.73397929,59.91301053,6,2020,4,24,4,55,22
2020-04-24 5:00:00,10.73397929,59.91301053,6,2020,4,24,5,0,23
2020-04-24 5:05:00,10.73397929,59.91301053,6,2020,4,24,5,5,23
2020-04-24 5:10:00,10.73397929,59.91301053,6,2020,4,24,5,10,33
2020-04-24 5:15:00,10.73397929,59.91301053,6,2020,4,24,5,15,31
2020-04-24 5:20:00,10.73397929,59.91301053,6,2020,4,24,5,20,28
2020-04-24 5:25:00,10.73397929,59.91301053,6,2020,4,24,5,25,26
2020-04-24 5:30:00,10.73397929,59.91301053,6,2020,4,24,5,30,23
2020-04-24 5:35:00,10.73397929,59.91301053,6,2020,4,24,5,35,24
2020-04-24 5:40:00,10.73397929,59.91301053,6,2020,4,24,5,40,27
2020-04-24 5:45:00,10.73397929,59.91301053,6,2020,4,24,5,45,32
2020-04-24 5:50:00,10.73397929,59.91301053,6,2020,4,24,5,50,33
2020-04-24 5:55:00,10.73397929,59.91301053,6,2020,4,24,5,55,41
2020-04-24 6:00:00,10.73397929,59.91301053,6,2020,4,24,6,0,41
2020-04-24 6:05:00,10.73397929,59.91301053,6,2020,4,24,6,5,47
2020-04-24 6:10:00,10.73397929,59.91301053,6,2020,4,24,6,10,46
2020-04-24 6:15:00,10.73397929,59.91301053,6,2020,4,24,6,15,53
2020-04-24 6:20:00,10.73397929,59.91301053,6,2020,4,24,6,20,64
2020-04-24 6:25:00,10.73397929,59.91301053,6,2020,4,24,6,25,65
2020-04-24 6:30:00,10.73397929,59.91301053,6,2020,4,24,6,30,75
2020-04-24 6:35:00,10.73397929,59.91301053,6,2020,4,24,6,35,71
2020-04-24 6:40:00,10.73397929,59.91301053,6,2020,4,24,6,40,84
2020-04-24 6:45:00,10.73397929,59.91301053,6,2020,4,24,6,45,107
2020-04-24 6:50:00,10.73397929,59.91301053,6,2020,4,24,6,50,131
2020-04-24 6:55:00,10.73397929,59.91301053,6,2020,4,24,6,55,137
2020-04-24 7:00:00,10.73397929,59.91301053,6,2020,4,24,7,0,156
2020-04-24 7:05:00,10.73397929,59.91301053,6,2020,4,24,7,5,146
2020-04-24 7:10:00,10.73397929,59.91301053,6,2020,4,24,7,10,167
2020-04-24 7:15:00,10.73397929,59.91301053,6,2020,4,24,7,15,163
2020-04-24 7:20:00,10.73397929,59.91301053,6,2020,4,24,7,20,164
2020-04-24 7:25:00,10.73397929,59.91301053,6,2020,4,24,7,25,156
2020-04-24 7:30:00,10.73397929,59.91301053,6,2020,4,24,7,30,158
